,1261,103,1876,1613,2033,2657,1248,3076,3431,241,422,192,785,487,1953,1907,1472,822,264,1393,2528,154,1220,232,137,1708,556,922,706,481,1089,269,580,96,2098,1145,2930,3272,1722,2734,595,1373,1544,98,51,216,221,2921,1126
0,22,1.0,1213,53,13,10,561,3548,00,1.0,0.9950547536867305,6.561030665896573,11,601,131710,126,52,11,7.444833273892193,07,01,-0.4161468365471424,51,1.0,0.7516262268007275,20032,32,30,84500,600,4856,0.3703334392167798,3856,1.791759469228055,23,04,17100,2003.00,20031,10,32,22,7856,0.9999092042625951,-0.7568024953079282,6.75343791859778,-0.4593025408311876,17103,05
1,12,1.0,88,83,23,10,240,3460,00,1.0,0.9950547536867305,6.88653164253051,11,201,81262,86,20,11,7.141245122350491,06,01,-0.9899924966004454,241,1.0,-0.6610595238803515,19763,32,30,96000,200,21262,-0.48251191458524123,31262,2.1972245773362196,31,04,1262298,1976.00,19761,10,33,22,61262,0.9999997749296758,0.9092974268256817,7.141245122350491,0.4664649160883461,12625,024
2,22,1.0,1213,53,13,10,542,3608,00,1.0,0.9950547536867305,6.18826412308259,11,601,131786,126,52,11,7.488293515159428,07,01,-0.4161468365471424,51,1.0,0.7516262268007275,20022,32,00,112500,600,4920,0.5150125617367655,3920,1.791759469228055,22,04,17860,2001.00,20021,10,32,22,7920,0.9999092042625951,-0.7568024953079282,6.825460036255307,-0.3133687545187488,17865,05
3,22,1.0,1315,53,23,10,635,3642,00,1.0,0.9950547536867305,5.37989735354046,11,701,151717,136,50,15,7.4489161025442,07,01,-0.9899924966004454,61,-0.4161468365471424,1.316700527073159,19703,32,00,95500,700,0961,0.3836591478699364,3756,1.791759469228055,33,01,17170,1998.00,19701,10,32,23,7961,0.9999092042625951,0.9092974268256817,6.6293632534374485,-0.6873240819443732,17172,06
4,22,1.0,1213,54,13,10,1584,4836,00,1.0,0.9950547536867305,6.486160788944089,11,601,132198,126,52,11,7.695757990554761,08,01,-0.4161468365471424,151,1.0,0.7516262268007275,20002,32,00,142600,600,21145,1.299325699608267,31145,1.791759469228055,20,04,2198192,2000.00,20001,10,32,23,81145,0.9999092042625951,-0.7568024953079282,7.044032897274685,0.1996797129859189,21985,015
5,22,1.0,1213,51,23,10,1130,1480,0700,1.0,0.9950547536867305,6.597145701886651,11,501,131362,126,02,11,7.217443431696533,05,01,-0.9899924966004454,111,1.0,0.7516262268007275,19953,32,00,141150,500,4796,-0.2921446481115758,3796,1.791759469228055,33,04,136240,1993.00,19951,10,33,22,5796,0.9999092042625951,-0.7568024953079282,6.680854678790215,-0.596115465499099,13623,011
6,22,1.0,1213,53,33,10,2157,3636,00,1.0,0.9950547536867305,7.222566018822171,11,201,131694,126,22,11,7.43543801981455,08,01,-0.4161468365471424,211,1.0,0.7516262268007275,20052,32,30,100840,200,41694,0.33987467658099335,31686,1.791759469228055,20,04,1694255,2004.00,20051,10,32,22,81694,0.9999092042625951,-0.7568024953079282,7.430707082545968,1.4332762504082532,16942,021
7,42,1.0,66,63,33,10,14204,3484,0350,1.0,0.9950547536867305,6.756932389247553,11,601,62090,66,50,11,7.645397699428633,07,321,-0.9899924966004454,141,1.0,-1.226133824152783,19733,32,00,103820,600,01107,1.0937290518167084,31107,1.9459101490553132,32,04,2090235,1973.00,19731,10,33,22,71107,0.9999877116507956,-0.7568024953079282,7.010311867307229,0.11303152736290836,20905,014
8,02,1.0,315,52,23,10,170,2468,00,1.0,0.9950547536867305,6.747586526829315,11,501,151774,32,06,15,7.4815557019095165,07,01,-0.9899924966004454,171,-0.4161468365471424,1.316700527073159,19503,42,30,61200,500,41022,0.49216848975992566,4952,1.791759469228055,33,04,177490,1931.00,19501,10,43,22,71022,0.9999092042625951,-0.7568024953079282,6.859614903654202,-0.2404018613625294,17745,017
